,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaithersburg,$405.92,,,,,,,,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,"$1,646.92"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saginaw,$395.86,,,,,,,,Enermax Aurora Lite Keyboard,"$1,641.15"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln Park,$387.60,,,,,,,,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock","$1,636.86"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Orange,$377.27,,,,,,,,"Carina 42""Hx23 3/4""W Media Storage Unit","$1,635.80"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilson,$368.73,,,,,,,,Motorola Moto X,"$1,631.95"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Mesa,$367.53,,,,,,,,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting","$1,623.25"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,$366.74,,,,,,,,Panasonic KX MC6040 Color Laser Multifunction Printer,"$1,619.82"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Macon,$364.01,,,,,,,,Plantronics Audio 478 Stereo USB Headset,"$1,619.68"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taylor,$353.70,,,,,,,,"Hunt PowerHouse Electric Pencil Sharpener, Blue","$1,617.95"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tyler,$347.21,,,,,,,,Logitech G600 MMO Gaming Mouse,"$1,615.80"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orland Park,$339.96,,,,,,,,AT&T 841000 Phone,"$1,614.60"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Murfreesboro,$337.33,,,,,,,,"Iceberg Nesting Folding Chair, 19w x 6d x 43h","$1,589.41"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clifton,$336.82,,,,,,,,AT&T 1080 Phone,"$1,589.08"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Redding,$333.58,,,,,,,,Mophie Juice Pack Helium for iPhone,"$1,583.80"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meridian,$329.05,,,,,,,,Deflect-o Glass Clear Studded Chair Mats,"$1,579.37"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hamilton,$328.22,,,,,,,,Microsoft Sculpt Comfort Mouse,"$1,574.03"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modesto,$326.15,,,,,,,,GBC ProClick Punch Binding System,"$1,573.91"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oswego,$321.98,,,,,,,,"Hon Metal Bookcases, Black","$1,570.08"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hendersonville,$319.54,,,,,,,,Xerox 1919,"$1,565.82"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visalia,$318.78,,,,,,,,Cameo Buff Policy Envelopes,"$1,555.75"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wausau,$317.48,,,,,,,,Luxo Adjustable Task Clamp Lamp,"$1,545.82"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garden City,$312.38,,,,,,,,Avaya 5420 Digital phone,"$1,538.89"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Jordan,$311.85,,,,,,,,Eureka Sanitaire  Commercial Upright,"$1,524.53"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holyoke,$301.96,,,,,,,,Harbour Creations 67200 Series Stacking Chairs,"$1,501.90"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conway,$301.96,,,,,,,,LG G2,"$1,499.97"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,College Station,$291.04,,,,,,,,Microsoft Natural Keyboard Elite,"$1,497.00"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laguna Niguel,$290.98,,,,,,,,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,"$1,489.33"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen,$290.21,,,,,,,,Hon 4-Shelf Metal Bookcases,"$1,474.31"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Louis,$285.96,,,,,,,,"Bush Westfield Collection Bookcases, Fully Assembled","$1,473.30"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Charleston,$284.25,,,,,,,,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,"$1,473.11"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario,$283.92,,,,,,,,"Tenex ""The Solids"" Textured Chair Mats","$1,469.16"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lake Elsinore,$283.92,,,,,,,,"Plantronics CS 50-USB - headset - Convertible, Monaural","$1,468.69"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Logan,$280.28,,,,,,,,"Mini 13-1/2 Capacity Data Binder Rack, Pearl","$1,465.74"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cedar Rapids,$278.40,,,,,,,,"Global Leather Task Chair, Black","$1,448.84"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palm Coast,$274.43,,,,,,,,"SAFCO Commercial Wire Shelving, 72h","$1,445.26"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan,$273.96,,,,,,,,Nokia Lumia 1020,"$1,439.97"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daytona Beach,$272.33,,,,,,,,"Leather Task Chair, Black","$1,437.48"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haltom City,$269.33,,,,,,,,"Bush Andora Conference Table, Maple/Graphite Gray Finish","$1,436.23"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Point,$268.40,,,,,,,,Xerox 1893,"$1,434.65"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Woodland,$264.66,,,,,,,,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,"$1,431.94"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draper,$263.65,,,,,,,,"Sauder Facets Collection Library, Sky Alder Finish","$1,427.68"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Allis,$250.48,,,,,,,,"Bush Westfield Collection Bookcases, Medium Cherry Finish","$1,426.89"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Port Saint Lucie,$248.95,,,,,,,,Fellowes Bankers Box Stor/Drawer Steel Plus,"$1,426.31"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hot Springs,$245.83,,,,,,,,Global Deluxe Office Fabric Chairs,"$1,420.50"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delray Beach,$242.54,,,,,,,,Logitech Wireless Marathon Mouse M705,"$1,409.72"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kirkwood,$241.34,,,,,,,,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,"$1,409.53"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thousand Oaks,$238.80,,,,,,,,"Belkin 19"" Vented Equipment Shelf, Black","$1,400.26"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Bedford,$235.97,,,,,,,,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,"$1,399.80"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rancho Cucamonga,$231.85,,,,,,,,"Global Armless Task Chair, Royal Blue","$1,396.44"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malden,$228.38,,,,,,,,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,"$1,396.21"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bedford,$226.26,,,,,,,,Avaya IP Phone 1140E VoIP phone,"$1,394.95"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanford,$225.55,,,,,,,,Cisco CP-7937G Unified IP Conference Station Phone,"$1,391.40"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Clara,$222.19,,,,,,,,Cisco IP Phone 7961G VoIP phone - Dark gray,"$1,386.69"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corpus Christi,$220.54,,,,,,,,Samsung Rugby III,"$1,385.79"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolingbrook,$218.31,,,,,,,,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter","$1,383.08"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leominster,$217.49,,,,,,,,Cisco SPA525G2 5-Line IP Phone,"$1,379.92"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eagan,$214.28,,,,,,,,"Belkin 325VA UPS Surge Protector, 6'","$1,379.17"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pine Bluff,$212.91,,,,,,,,Sauder Camden County Collection Library,"$1,368.26"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange,$211.11,,,,,,,,Safco Industrial Wire Shelving,"$1,363.06"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Albany,$209.55,,,,,,,,Ames Color-File Green Diamond Border X-ray Mailers,"$1,360.48"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marlborough,$206.64,,,,,,,,Airmail Envelopes,"$1,359.67"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niagara Falls,$199.84,,,,,,,,Plantronics Voyager Pro Legend,"$1,359.53"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Woonsocket,$195.55,,,,,,,,DYMO CardScan Personal V9 Business Card Scanner,"$1,343.92"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Paul,$192.83,,,,,,,,Novimex Turbo Task Chair,"$1,341.52"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bayonne,$183.40,,,,,,,,Apple iPhone 5C,"$1,339.87"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuscaloosa,$175.70,,,,,,,,AT&T 17929 Lendline Telephone,"$1,339.10"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elkhart,$171.43,,,,,,,,Luxo Professional Combination Clamp-On Lamps,"$1,329.90"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gulfport,$166.50,,,,,,,,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock","$1,324.80"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gladstone,$164.34,,,,,,,,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""","$1,322.17"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coachella,$163.55,,,,,,,,Xerox 1891,"$1,320.57"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glenview,$158.38,,,,,,,,"Hon Metal Bookcases, Putty","$1,320.23"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rapid City,$152.64,,,,,,,,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,"$1,320.17"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laurel,$152.59,,,,,,,,Avery Arch Ring Binders,"$1,318.87"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Champaign,$151.96,,,,,,,,Office Star - Ergonomically Designed Knee Chair,"$1,311.88"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomasville,$151.29,,,,,,,,Nokia Lumia 925,"$1,310.30"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urbandale,$149.12,,,,,,,,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,"$1,304.13"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commerce City,$146.35,,,,,,,,"Hon 30"" x 60"" Table with Locking Drawer","$1,296.03"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pico Rivera,$145.90,,,,,,,,GBC Recycled Regency Composition Covers,"$1,291.25"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cottage Grove,$144.36,,,,,,,,Fellowes Recycled Storage Drawers,"$1,287.95"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Colony,$142.16,,,,,,,,Star Micronics TSP800 TSP847IIU Receipt Printer,"$1,286.85"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Palm Beach,$141.33,,,,,,,,Panasonic KX TS208W Corded phone,"$1,283.54"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holland,$137.86,,,,,,,,Tennsco Industrial Shelving,"$1,281.44"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lodi,$136.98,,,,,,,,White Computer Printout Paper by Universal,"$1,279.08"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coppell,$135.94,,,,,,,,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,"$1,268.92"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Homestead,$132.55,,,,,,,,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back","$1,268.70"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rochester Hills,$132.52,,,,,,,,Tyvek Side-Opening Peel & Seel Expanding Envelopes,"$1,266.72"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Citrus Heights,$129.39,,,,,,,,Bush Somerset Collection Bookcase,"$1,263.96"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Englewood,$124.06,,,,,,,,Panasonic KX T7736-B Digital phone,"$1,259.58"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grove City,$123.59,,,,,,,,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,"$1,247.84"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cedar Hill,$122.38,,,,,,,,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,"$1,243.79"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Longview,$119.21,,,,,,,,Hon Valutask Swivel Chairs,"$1,242.05"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palatine,$116.31,,,,,,,,"SAFCO Mobile Desk Side File, Wire Frame","$1,240.04"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lewiston,$115.66,,,,,,,,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White","$1,233.41"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Maria,$115.44,,,,,,,,Maxell 4.7GB DVD-R,"$1,231.69"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linden,$115.36,,,,,,,,Xerox 1888,"$1,231.66"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conroe,$111.67,,,,,,,,Hon 4060 Series Tables,"$1,231.56"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clovis,$111.42,,,,,,,,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,"$1,229.84"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sterling Heights,$110.04,,,,,,,,Case Logic 2.4GHz Wireless Keyboard,"$1,229.75"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Marcos,$108.44,,,,,,,,Xerox 1917,"$1,222.75"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bellevue,$103.62,,,,,,,,Plantronics Voyager Pro HD - Bluetooth Headset,"$1,221.81"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlottesville,$102.61,,,,,,,,Satellite Sectional Post Binders,"$1,219.82"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marysville,$102.18,,,,,,,,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue","$1,217.11"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Fe,$100.92,,,,,,,,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,"$1,212.71"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Las Cruces,$98.77,,,,,,,,APC 7 Outlet Network SurgeArrest Surge Protector,"$1,207.20"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frankfort,$97.63,,,,,,,,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,"$1,200.94"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melbourne,$95.62,,,,,,,,"Trav-L-File Heavy-Duty Shuttle II, Black","$1,193.82"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Escondido,$94.55,,,,,,,,Fellowes Bankers Box Recycled Super Stor/Drawer,"$1,187.56"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mason,$94.26,,,,,,,,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock","$1,184.23"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pompano Beach,$90.44,,,,,,,,SanDisk Cruzer 64 GB USB Flash Drive,"$1,184.03"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medford,$90.22,,,,,,,,GBC Therma-A-Bind 250T Electric Binding System,"$1,180.70"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Clemente,$90.06,,,,,,,,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,"$1,166.44"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenner,$89.32,,,,,,,,GE 30522EE2,"$1,159.90"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bartlett,$88.96,,,,,,,,Logitech K350 2.4Ghz Wireless Keyboard,"$1,154.66"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edinburg,$88.28,,,,,,,,LG Exalt,"$1,154.33"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hillsboro,$87.84,,,,,,,,Logitech Illuminated - Keyboard,"$1,139.81"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jefferson City,$86.62,,,,,,,,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,"$1,135.03"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Castle,$84.61,,,,,,,,"File Shuttle II and Handi-File, Black","$1,125.15"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheboygan,$79.74,,,,,,,,HTC One,"$1,119.89"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sierra Vista,$76.07,,,,,,,,ClearSounds CSC500 Amplified Spirit Phone Corded phone,"$1,119.84"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Mateo,$75.18,,,,,,,,O'Sullivan 3-Shelf Heavy-Duty Bookcases,"$1,119.20"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shelton,$73.33,,,,,,,,Advantus Rolling Drawer Organizers,"$1,115.92"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Littleton,$72.29,,,,,,,,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting","$1,115.64"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Owensboro,$71.18,,,,,,,,Dana Halogen Swing-Arm Architect Lamp,"$1,114.38"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garland,$67.70,,,,,,,,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige","$1,113.02"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coral Gables,$64.25,,,,,,,,netTALK DUO VoIP Telephone Service,"$1,112.79"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boca Raton,$63.01,,,,,,,,Hypercom P1300 Pinpad,"$1,108.80"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frisco,$57.50,,,,,,,,Xerox 1988,"$1,102.89"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lindenhurst,$55.48,,,,,,,,Ibico Plastic Spiral Binding Combs,"$1,100.48"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waukesha,$54.50,,,,,,,,Ibico Laser Imprintable Binding System Covers,"$1,100.40"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bridgeton,$52.41,,,,,,,,Xerox 1906,"$1,098.64"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mesquite,$52.15,,,,,,,,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box","$1,098.50"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yucaipa,$50.80,,,,,,,,Xerox 1934,"$1,097.21"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Quinta,$46.32,,,,,,,,Catalog Binders with Expanding Posts,"$1,089.94"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hagerstown,$43.80,,,,,,,,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf","$1,088.64"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bozeman,$43.66,,,,,,,,Global Deluxe High-Back Office Chair in Storm,"$1,087.92"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Redwood City,$41.90,,,,,,,,Maxell LTO Ultrium - 800 GB,"$1,086.01"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grapevine,$41.53,,,,,,,,RCA Visys Integrated PBX 8-Line Router,"$1,085.24"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hickory,$40.76,,,,,,,,GBC Prestige Therm-A-Bind Covers,"$1,073.90"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rogers,$40.41,,,,,,,,Belkin 8 Outlet Surge Protector,"$1,073.68"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nashua,$35.94,,,,,,,,Carina Media Storage Towers in Natural & Black,"$1,073.25"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Oak,$35.34,,,,,,,,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,"$1,073.11"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goldsboro,$34.94,,,,,,,,Recycled Steel Personal File for Standard File Folders,"$1,072.63"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Davis,$32.40,,,,,,,,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,"$1,072.34"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greeley,$30.35,,,,,,,,AT&T 1070 Corded Phone,"$1,070.30"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waterloo,$30.32,,,,,,,,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish","$1,064.62"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuyahoga Falls,$29.09,,,,,,,,Recycled Steel Personal File for Hanging File Folders,"$1,053.03"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montebello,$27.88,,,,,,,,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers","$1,051.78"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danbury,$27.46,,,,,,,,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock","$1,047.74"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aberdeen,$25.50,,,,,,,,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue","$1,042.08"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlantic City,$23.36,,,,,,,,"Howard Miller 13"" Diameter Goldtone Round Wall Clock","$1,042.07"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tinley Park,$22.29,,,,,,,,GBC Twin Loop Wire Binding Elements,"$1,041.66"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bullhead City,$22.29,,,,,,,,Balt Split Level Computer Training Table,"$1,040.63"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Miami,$22.13,,,,,,,,Logitech G13 Programmable Gameboard with LCD Display,"$1,039.87"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loveland,$20.96,,,,,,,,Star Micronics TSP100 TSP143LAN Receipt Printer,"$1,035.80"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altoona,$20.45,,,,,,,,Okidata B400 Printer,"$1,029.60"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antioch,$19.44,,,,,,,,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,"$1,023.35"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Norfolk,$17.43,,,,,,,,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate","$1,016.79"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portage,$16.28,,,,,,,,"Sauder Forest Hills Library with Doors, Woodland Oak Finish","$1,014.17"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grand Island,$15.96,,,,,,,,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""","$1,010.78"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Margate,$15.55,,,,,,,,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner","$1,007.98"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Brunswick,$14.77,,,,,,,,WD My Passport Ultra 1TB Portable External Hard Drive,"$1,007.40"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arlington Heights,$14.11,,,,,,,,Bevis Rectangular Conference Tables,"$1,007.26"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapel Hill,$14.02,,,,,,,,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,"$1,007.15"
